dialogue_id,condition,host_a_file,host_a_gender,host_a_accent,host_b_file,host_b_gender,host_b_accent
3731,us_us,v0027.wav,female,american,v0015.wav,female,american
373,mixed,v0017.wav,female,british,v0047.wav,female,american
3489,mixed,v0031.wav,male,british,v0044.wav,male,american
3514,mixed,v0050.wav,female,british,v0047.wav,female,american
334,mixed,v0017.wav,female,british,v0062.wav,male,american
360,mixed,v0090.wav,female,american,v0031.wav,male,british
26,uk_uk,v0031.wav,male,british,v0050.wav,female,british
3593,uk_uk,v0031.wav,male,british,v0000.wav,female,british
3668,us_us,v0047.wav,female,american,v0085.wav,female,american
3692,mixed,v0017.wav,female,british,v0085.wav,female,american
307,us_us,v0090.wav,female,american,v0085.wav,female,american
3669,us_us,v0089.wav,female,american,v0026.wav,male,american
3695,us_us,v0089.wav,female,american,v0085.wav,female,american
3733,mixed,v0043.wav,female,american,v0017.wav,female,british
3574,uk_uk,v0092.wav,male,british,v0050.wav,female,british
345,us_us,v0051.wav,male,american,v0090.wav,female,american
3555,uk_uk,v0017.wav,female,british,v0031.wav,male,british
3561,uk_uk,v0092.wav,male,british,v0050.wav,female,british
320,mixed,v0031.wav,male,british,v0074.wav,male,american
282,uk_uk,v0017.wav,female,british,v0050.wav,female,british
303,mixed,v0031.wav,male,british,v0089.wav,female,american
329,us_us,v0085.wav,female,american,v0014.wav,female,american
367,mixed,v0014.wav,female,american,v0092.wav,male,british
3685,uk_uk,v0031.wav,male,british,v0017.wav,female,british
3537,us_us,v0018.wav,male,american,v0026.wav,male,american
30,us_us,v0051.wav,male,american,v0027.wav,female,american
3723,uk_uk,v0031.wav,male,british,v0017.wav,female,british
366,us_us,v0014.wav,female,american,v0043.wav,female,american
3720,mixed,v0089.wav,female,american,v0017.wav,female,british
3594,mixed,v0090.wav,female,american,v0092.wav,male,british
3556,us_us,v0090.wav,female,american,v0074.wav,male,american
281,us_us,v0043.wav,female,american,v0038.wav,female,american
359,us_us,v0026.wav,male,american,v0085.wav,female,american
3612,mixed,v0031.wav,male,british,v0085.wav,female,american
274,mixed,v0092.wav,male,british,v0074.wav,male,american
293,uk_uk,v0000.wav,female,british,v0031.wav,male,british
3569,us_us,v0027.wav,female,american,v0089.wav,female,american
3538,mixed,v0031.wav,male,british,v0014.wav,female,american
3712,mixed,v0092.wav,male,british,v0044.wav,male,american
3551,uk_uk,v0031.wav,male,british,v0017.wav,female,british
3534,mixed,v0014.wav,female,american,v0050.wav,female,british
3666,us_us,v0043.wav,female,american,v0044.wav,male,american
304,us_us,v0089.wav,female,american,v0051.wav,male,american
3554,us_us,v0014.wav,female,american,v0080.wav,male,american
284,us_us,v0015.wav,female,american,v0059.wav,female,american
3648,us_us,v0038.wav,female,american,v0044.wav,male,american
3649,mixed,v0092.wav,male,british,v0089.wav,female,american
3654,uk_uk,v0000.wav,female,british,v0031.wav,male,british
3701,uk_uk,v0017.wav,female,british,v0000.wav,female,british
3576,us_us,v0015.wav,female,american,v0026.wav,male,american
278,uk_uk,v0092.wav,male,british,v0050.wav,female,british
300,uk_uk,v0050.wav,female,british,v0000.wav,female,british
3602,us_us,v0047.wav,female,american,v0038.wav,female,american
317,us_us,v0089.wav,female,american,v0062.wav,male,american
3526,us_us,v0062.wav,male,american,v0038.wav,female,american
3736,uk_uk,v0092.wav,male,british,v0050.wav,female,british
3725,uk_uk,v0031.wav,male,british,v0092.wav,male,british
353,us_us,v0015.wav,female,american,v0089.wav,female,american
3718,mixed,v0014.wav,female,american,v0000.wav,female,british
308,us_us,v0062.wav,male,american,v0059.wav,female,american
3656,us_us,v0027.wav,female,american,v0015.wav,female,american
369,mixed,v0059.wav,female,american,v0092.wav,male,british
3543,mixed,v0092.wav,male,british,v0051.wav,male,american
323,uk_uk,v0000.wav,female,british,v0092.wav,male,british
3550,uk_uk,v0000.wav,female,british,v0092.wav,male,british
